,Headlines,Dates
5596,Better Buy: Wal-Mart Stores Inc. vs. Home Depot,7/12/2017
5597,BRIEF-‍Shipworks announced its integration with Walmart's marketplace​ (WMT),7/11/2017
5598,Why You're Smart to Buy Wal-Mart,7/10/2017
5599,QVC/HSN Could Enter The Arena With Amazon And Walmart.com,7/10/2017
5600,"FBI director nominee Wray earned $9.2 million in law practice last year (WFC, JNJ, HIL, STI, AAPL, WMT, XOM)",7/9/2017
5601,"Walmart is getting crushed ahead of Prime Day (WMT, AMZN)",7/9/2017
5602,"JPMORGAN: Here's how to profit from Amazon Prime Day (AMZN, WMT)",7/9/2017
5603,Wal-Mart sells first yen bond in 7 years,7/7/2017
5604,"Retailers offer deals for Amazon Prime Day -- but not Walmart, Target",7/6/2017
5605,Wal-Mart Pushes Its Sole Edge Over Amazon,7/6/2017
5606,Wal-Mart de Mexico Sales Pick Up in June,7/5/2017
5607,Walmart is building giant towers to solve the most annoying thing about online ordering (WMT),7/4/2017
5608,Wal-Mart Is Winning Over Amazon's Merchants,7/3/2017
5609,"UPDATE 2-Ten killed, dozens hurt in Bangladesh garment factory blast (STCBV, CTC., GPS, SHLD, TGT, WMT)",7/3/2017
5610,Wal-Mart Aims to Hit Amazon Where It Hurts,6/29/2017
5611,"UPDATE 1-Chinese ready to tuck into U.S. beef imports after 14-year wait (TSN, WMT)",6/29/2017
5612,"RPT-Chinese ready to tuck into U.S. beef imports after 14-year wait (TSN, WMT)",6/28/2017
5613,BRIEF-Wal-Mart Stores announces pricing for cash tender offers (WMT),6/28/2017
5614,"MAPPED: The companies under siege by the Whole Foods-Amazon merger (WFM, SFM, WMT, KR)",6/28/2017
5615,The New York Post: Walmart escalates war of words with Amazon through the trucking firms they share,6/28/2017
5616,Amazon Plays Defense Against Wal-Mart,6/28/2017
5617,"UPDATE 1-UK consumer borrowing spikes, adding to confused rate-hike picture (WMT)",6/28/2017
5618,"Chinese ready to tuck into U.S. beef imports after 14-year wait (TSN, WMT)",6/28/2017
5619,"Capitol Report: The obscure accounting change could jolt Amazon, Starbucks, Wal-Mart profits by hundreds of millions of dollars",6/27/2017
5620,Family Of Murdered Uber Driver Sues Walmart ,6/26/2017
5621,BRIEF-Bemax to supply its private label products to Wal-Mart.com customers (WMT),6/26/2017
5622,"Haiti workers protest minimum wage as managers threaten exit (WMT, TGT)",6/25/2017
5623,Wal-Mart faces lawsuit over Illinois Uber slaying (WMT),6/25/2017
5624,Amazon Generates Twice as Much Revenue per Employee as Wal-Mart,6/25/2017
5625,"PRESS DIGEST- Canada - June 26 (AMZN, WFM, WMT, CM)",6/25/2017
5626,"Deals of the day-Mergers and acquisitions (7312, FRUT, SUR, LHA, AB1, SKT, VOD, FRO, DHT, TEN, ALV, OLB, APO, WMT, WFM)",6/25/2017
5627,It's 5 O'Clock Somewhere---Unless You've Been Acquired by Wal-Mart,6/24/2017
5628,Better Buy: Costco Wholesale vs. Wal-Mart ,6/23/2017
5629,When Will Amazon Replace Wal-Mart or Home Depot on the Dow?,6/23/2017
5630,"Buying Whole Foods isn't enough for Amazon to transform grocery delivery, say industry experts (AMZN, WFM, WMT, UNFI)",6/23/2017
5631,"Even with Whole Foods, Amazon would need many more warehouses to reshape grocery delivery (AMZN, WFM, WMT, UNFI)",6/22/2017
5632,BRIEF-Wal Mart files preliminary prospectus supplement (WMT),6/22/2017
5633,Walmart won't battle Amazon for Whole Foods for a very simple reason (WMT),6/22/2017
5634,Wal-Mart will not bid against Amazon for Whole Foods: report,6/22/2017
5635,Exclusive: Wal-Mart not considering a bid for Whole Foods - source,6/22/2017
5636,Why Wal-Mart Bought Bonobos for $310 Million,6/22/2017
5637,"Renewable energy no longer a niche to institutional investors (BAC, WMT, GM, AES)",6/21/2017
5638,"Critics say Whole Foods deal would give Amazon an unfair advantage (AMZN, WFM, WMT, MSFT, CMCSA)",6/21/2017
5639,"JPMORGAN: There's a chance Walmart will go head-to-head with Amazon to buy Whole Foods (AMZN, WMT, WFM)",6/21/2017
5640,The Wall Street Journal: Wal-Mart asks vendors to not use Amazon’s cloud service,6/21/2017
5641,"IT'S WAR: Walmart is telling vendors to stop using Amazon's cloud (WMT, AMZN)",6/21/2017
5642,JP Morgan: Walmart could enter a bidding war with Amazon over Whole Foods,6/21/2017
5643,"Wal-Mart could enter a bidding war with Amazon over Whole Foods, JPMorgan says",6/21/2017
5644,Amazon accuses Walmart of bullying in cloud computing clash,6/21/2017
5645,"Amazon's grocery push playing catch up with Chinese e-commerce giants (AMZN, 002024, 980, WMT)",6/20/2017
5646,Here's where Americans are buying their groceries (WMT),6/20/2017
5647,Walmart wants its partners off Amazon web services,6/20/2017
5648,Walmart should still terrify Amazon and Whole Foods (WMT),6/20/2017
5649,S&P 500 Buybacks Fall 17.5% Year-over-Year to $133.1 Billion for Q1 2017,6/20/2017
5650,"EBay to match some rivals' prices in bid to attract shoppers (EBAY, AMZN, WMT, TGT)",6/20/2017
5651,Wal-Mart to Vendors: Get Off Amazon's Cloud,6/20/2017
5652,Is Wal-Mart Prepared To Face The Amazon -- Whole Foods Combination?,6/18/2017
5653,Wal-Mart and Costco Still Click as Buys,6/18/2017
5654,"US STOCKS-Wall St rises as tech stocks bounce back (AAPL, MSFT, AMZN, WMT, TGT, COST)",6/18/2017
5655,"Target, Wal-Mart endure the aftermath of Amazon's Whole Foods buy; stocks still falling",6/18/2017
5656,America's newest grocery store chain has an advantage that should terrify Walmart (WMT),6/18/2017
5657,Cramer: Wal-Mart won't let this Amazon-Whole Foods deal go unanswered,6/18/2017
5658,"COWEN: We counted at least 7 retail companies that can't get eaten up by Amazon (AMZN, COST, WFM, ROST, WMT, TJX, TIF, LVMH, BID)",6/18/2017
5659,"US STOCKS-Wall St opens higher as tech stocks bounce back (AAPL, MSFT, AMZN, WMT, TGT, COST)",6/18/2017
5660,"Options Trades: covered-call reports for Cisco Systems, Facebook, Procter & Gamble, Walgreens Boots Alliance and Walmart Stores Inc.",6/18/2017
5661,Read This Before You Apply for the Walmart Credit Card,6/18/2017
5662,"US STOCKS-Wall St set to open higher as beaten down tech stocks rebound (AAPL, MSFT, AMZN, WMT, TGT, KR)",6/18/2017
5663,"GLOBAL MARKETS-European stocks head for biggest rise in two months (, WMT, TGT)",6/18/2017
5664,"US STOCKS-Futures higher as beaten down tech stocks rebound (AAPL, MSFT, AMZN, WMT, TGT, KR)",6/18/2017
5665,"Wall Street's M&A Chatter From June 16-18: Amazon-Whole Foods, Walmart, Norsat International",6/18/2017
5666,"GLOBAL MARKETS-European stocks head for biggest rise in two months (, , WMT, TGT)",6/18/2017
5667,Amazon Denies Any Job Cuts Planned ,6/17/2017
5668,"With Whole Foods, Amazon on collision course with Wal-Mart (WMT, AMZN, WFM)",6/17/2017
5669,"With Whole Foods, Amazon on collision course with Wal-Mart (WMT, AMZN, WFM)",6/17/2017
5670,"With Whole Foods, Amazon on collision course with Wal-Mart",6/17/2017
5671,Wal-Mart Using In-Store Employees To Make Deliveries,6/16/2017
5672,"Amazon just spent $13.7 billion to prove once again that it's the most dangerous company in tech (AMZN, WMT, TGT)",6/16/2017
5673,Walmart and Amazon in acquisition shopping spree,6/16/2017
5674,"Bonobos, Pioneer of Online Fashion Brands, Folded Into Wal-Mart",6/15/2017
5675,"For Whole Foods workers, fears of robots, drones and culture clash (AMZN, WFM, KR, WMT, COST)",6/15/2017
5676,"GLOBAL MARKETS-U.S. stocks end flat though Amazon deal weighs; dollar dips (WMT, KR, COST, AMZN, WFM)",6/15/2017
5677,"US STOCKS-Amazon-Whole Foods deal roils Wall St; energy shares gain (WMT, TGT, COST, WFM, KR, SVU, AAPL, BAH)",6/15/2017
5678,How Whole Foods helps Amazon fend off Wal-Mart,6/15/2017
5679,"US STOCKS-Wall St dips as Amazon-Whole Foods deal roils retail (WMT, TGT, CVS, COST, WFM, KR, SVU)",6/15/2017
5680,Walmart Fights Back: An Acquisition Today You Might Have Missed,6/15/2017
5681,"US STOCKS-Wall St falls as Amazon-Whole Foods deal crushes retailers (WFM, WMT, KR, MSFT, AAPL)",6/15/2017
5682,Why Shares of Wal-Mart Stores Are Down Today,6/15/2017
5683,"GLOBAL MARKETS-U.S. stocks fall after Amazon deal news; dollar weakens (AMZN, WFM, WMT, KR, COST)",6/15/2017
5684,"Amazon takeover of Whole Foods makes retail see red (AMZN, WFM, KR, WMT, RAD, JCP, CVS)",6/15/2017
5685,"WRAPUP 2-U.S. housing starts hit eight-month low; building permits weak (DHI, WMT, AMZN, WFM, LEN, PHM)",6/15/2017
5686,"US STOCKS-Wall St falls as Amazon-Whole Foods deal crushes retailers (WFM, WMT, KR, MSFT, AAPL)",6/15/2017
5687,'My immediate thought was no way:' Why Bonobos' founder made the 'contrarian' decision to sell his brand to Walmart (WMT),6/15/2017
5688,Economic Trends: The Amazon-Walmart Showdown That Explains the Modern Economy,6/15/2017
5689,'Bonobos is now no longer cool': Walmart's takeover is infuriating some fans of the high-end menswear brand (WMT),6/15/2017
5690,"Whole Foods Surges 26% On Amazon Deal, Target & Walmart Shares Take A Hit",6/15/2017
5691,"Amazon is acquiring Whole Foods — and Walmart, Target, and Kroger should be terrified (WMT, AMZN)",6/15/2017
5692,"Grocery chain, retailer shares tumble on Amazon-Whole Foods deal (AMZN, WFM, KR, UNFI, WMT, TGT, TSCO, CA, SVU, COST)",6/15/2017
5693,Wal-Mart in the Crosshairs of Amazon's Takeover of Whole Foods,6/15/2017
5694,"Walmart's latest move confirms the death of the American middle class as we know it (WMT, AMZM)",6/15/2017
5695,"UPDATE 1-Wal-Mart to buy Bonobos for $310 mln (WMT, AMZN, WFM)",6/15/2017
5696,Walmart buys digital clothing retailer Bonobos in $310m deal,6/15/2017
5697,"Stocks to Watch: Amazon.com, Whole Foods, Kroger, Nike, Wal-Mart",6/15/2017
5698,"Grocery stores are getting clobbered after Amazon buys Whole Foods (AMZN, COST, WMT, KR)",6/15/2017
5699,Wal-Mart to acquire menswear company Bonobos for $310 million,6/15/2017
5700,Wal-Mart to buy Bonobos for $310 mln (WMT),6/15/2017
5701,BRIEF-Wal Mart to acquire Bonobos for $310 mln (WMT),6/15/2017
5702,Walmart is acquiring one of the hottest men's retailers for $310 million (WMT),6/15/2017
5703,Walmart To Buy Bonobos - Quick Facts ,6/15/2017
5704,"Walmart to Buy Bonobos, Men’s Wear Company, for $310 Million",6/15/2017
5705,NPD's Big Back-To-School Prediction Regarding Amazon Versus Walmart,6/15/2017
5706,"Wal-Mart may beat Amazon's sales growth in back-to-school season-NPD (WMT, AMZN)",6/14/2017
5707,Wal-Mart may beat Amazon's sales growth in back-to-school season: NPD,6/14/2017
5708,"Dollar Tree's plans to expand in Canada seen as risky (DLTR, WMT, DOL, TGT)",6/14/2017
5709,BRIEF-Wal-Mart Stores announces cash tender offers for certain of its outstanding debt securities (WMT),6/14/2017
5710,Wal-Mart Announces Tender Offers For Certain Of Outstanding Debt Securities ,6/14/2017
5711,"Amazon Spends More on Advertising Than Wal-Mart, Target, Best Buy, Home Depot, and Kroger Combined",6/14/2017
5712,"Earnings Outlook: Kroger earnings: Walmart, Aldi and Lidl aren’t a problem, but same-store sales are",6/13/2017
5713,German supermarkets put pressure on Walmart (WMT),6/12/2017
5714,Here's Why the Best Is Yet to Come for Wal-Mart Stores Inc.,6/12/2017
5715,"UPDATE 2-Sears Canada flags 'going concern' doubts, explores sale (SCC, SHLD, AMZN, WMT)",6/12/2017
5716,"Sears to cut 400 jobs, says on track to meet savings target (SHLD, WMT, AMZN, M)",6/12/2017
5717,"Better Buy: Wal-Mart Stores, Inc. vs. Amazon.com",6/11/2017
5718,Walmart is delivering a huge blow to Costco (WMT),6/11/2017
5719,"The Wall Street Journal: German grocer Aldi takes on Wal-Mart, Kroger with U.S. expansion ",6/10/2017
5720,"Aldi fires $3.4 bln shot in U.S. supermarket wars (WMT, TSCO, KR)",6/10/2017
5721,Can Wal-Mart Out-Innovate Amazon in Retail?,6/10/2017
5722,3 Stocks That Feel Like Wal-Mart in 1970,6/9/2017
5723,"BRIEF-Jim Walton reports open market sale of 1.51 mln shares of Walmart's common stock, Walmart says (WMT)",6/8/2017
5724,Walmart Pay gives users instant access to credit cards (WMT),6/8/2017
5725,"Discount, Variety Stores Stock Performance Review -- Wal-Mart Stores, Target, Ollie's Bargain Outlet, and Tuesday Morning",6/8/2017
5726,BRIEF-Shipt says will begin delivering groceries in Oklahoma city beginning June 15 (WMT),6/7/2017
5727,"Amazon lent $1 bln to merchants to boost sales on its marketplace (AMZN, EBAY, WMT)",6/6/2017
5728,Self-service Merchandising Advancements Dramatically Influencing Micro Market Growth,6/6/2017
5729,Self-service Merchandising Advancements Dramatically Influencing Micro Market Growth,6/6/2017
5730,Walmart's Giant Grocery Vending Machine ,6/6/2017
5731,"PRESS DIGEST - Wall Street Journal - June 7 (M, AMZN, WMT, GM, VOW3)",6/5/2017
5732,"GLOBAL MARKETS-Oil rebounds but jitters keep Treasury yields, dollar down (AMZN, WMT)",6/5/2017
5733,"US STOCKS-Wall St slips ahead of UK vote, ECB, Comey testimony (AMZN, WMT, M, JCP, SHLD, JWN)",6/5/2017
5734,"GLOBAL MARKETS-Jitters push Treasury yields, dollar to 7-month lows (M, WMT, AMZN)",6/5/2017
5735,"US STOCKS-Wall St slightly lower as UK vote, Comey testimony loom (DIS, WMT, AMZN)",6/5/2017
5736,Amazon opens low-income front in Walmart battle,6/5/2017
5737,"US STOCKS-Wall St slips as UK vote, Comey testimony awaited (WMT, AMZN)",6/5/2017
5738,"Better Buy: Whole Foods Market, Inc. vs. Wal-Mart",6/5/2017
5739,"Amazon offers Prime discount for U.S. customers on government aid (AMZN, WMT)",6/5/2017
5740,"The Wall Street Journal: Amazon cuts Prime fee for low-income shoppers, as it takes on Wal-Mart",6/5/2017
5741,Amazon Fights Wal-Mart for Low-Income Shoppers,6/5/2017
5742,"UPDATE 1-Bloomberg delivers U.S. pledge to continue Paris climate goals to U.N. (K, PEP, WMT)",6/4/2017
5743,Best Buy's Not GameStop. It's Wal-Mart.,6/4/2017
5744,Best Buy’s Not GameStop. It’s Wal-Mart.,6/4/2017
5745,Wal-Mart: Color Me Impressed?,6/4/2017
5746,Wal-Mart: Color Me Impressed?,6/4/2017
5747,"InvestorsObserver releases covered-call reports for Advanced Micro Devices, Hewlett Packard Enterprise Company, Microsoft, NVIDIA and Walmart Stores Inc.",6/4/2017
5748,"Kleiner Perkins invests $30 million in online retailer UNTUCKit (WMT, SPG, MAC, TCO)",6/3/2017
5749,"Wal-Mart reassures employees as it touts tech investments (WMT, AMZN, TGT)",6/1/2017
5750,"UPDATE 1-Big U.S. companies stay on White House panel despite climate jolt (WMT, IBM, TSLA, DIS, JPM, PEP, GS, GE, BX, BLK, GM, F)",6/1/2017
5751,"Big U.S. companies stay on White House panel despite climate jolt (WMT, IBM, TSLA, DIS, JPM, PEP, GS, GE, BX, BLK, GM, F)",6/1/2017
5752,Walmart Using Store Workers To Deliver Packages ,6/1/2017
5753,"PRESS DIGEST - Wall Street Journal - June 2 (WMT, AMZN, KKR)",5/31/2017
5754,Walmart Is Accused of Punishing Workers for Sick Days,5/31/2017
5755,Wal-Mart takes on Amazon with new delivery feature,5/31/2017
5756,Wal-Mart tests delivery of online packages by store workers,5/31/2017
5757,Walmart greeters head for online shoppers’ front doors,5/31/2017
5758,"Wal-Mart tests delivery of online packages by store workers (WMT, AMZN)",5/31/2017
5759,BRIEF-Walmart says begins testing associate delivery (WMT),5/31/2017
5760,Walmart is making an unprecedented move in its latest bid to undercut Amazon (WMT),5/31/2017
5761,Walmart tests employee delivery in its battle with Amazon,5/31/2017
5762,Wal-Mart Knocking on Your Door,5/31/2017
5763,Wal-Mart: Woohoo! The Benefits are Starting to Accrue!,5/30/2017
5764,Wal-Mart: Woohoo! The Benefits are Starting to Accrue!,5/30/2017
5765,Walmart remodeling hundreds of US stores (WMT),5/30/2017
5766,Mexican retailer Walmex picks new chief financial officer (WMT),5/29/2017
5767,"COLUMN-In age of 'superstar firms,' index investing logic holds: James Saft (AMZN, AAPL, WMT, IBM)",5/28/2017
5768,"The Ratings Game: Costco’s got the goods to take on Wal-Mart and Amazon, analysts say",5/25/2017
5769,Wal-Mart Is Turning the Corner,5/23/2017
5770,The World's Largest Retailers 2017: Amazon & Alibaba Are Closing In On Wal-Mart,5/23/2017
5771,BRIEF-Walmart announces $450 mln investments throughout Florida for 2017-2018 (WMT),5/22/2017
5772,"Home Depot: Amazon, Wal-Mart Are Bigger Threats Than You Think",5/22/2017
5773,"Home Depot: Amazon, Wal-Mart Are Bigger Threats Than You Think",5/22/2017
5774,"Walmart's former CEO and Target's CEO clash over one of Trump's key policies — and only one of them can be right (TGT, WMT)",5/22/2017
5775,"UPDATE 1-CEOs of Target, ADM to square off on U.S. border tax at hearing (TGT, ADM, WMT)",5/22/2017
5776,Wal-Mart details Florida hiring and investment plans through January 2018,5/22/2017
5777,"Forget Robots, Wal-Mart Doubles Down on People",5/22/2017
5778,"Wal-Mart, Lifted by Retail Rout, Jousts With Amazon",5/21/2017
5779,"How To Trade Apple, Home Depot, McDonald's And Wal-Mart, Which Hit Post-Election Highs",5/21/2017
5780,"Want Free Shipping? Find Out if Amazon, Target, or Wal-Mart Has the Best Offer",5/20/2017
5781,Wal-Mart Stores E-Commerce Sales Surge 63%,5/18/2017
5782,"US STOCKS-Strong earnings lift investors' spirits after Trump slump (ADSK, DE, CAT, GE, WMT)",5/18/2017
5783,"US STOCKS-Strong earnings lift investor spirits after Trump slump (ADSK, DE, CAT, WMT)",5/18/2017
5784,"US STOCKS-Strong earnings lift investor spirits after Trump slump (ADSK, DE, CAT, WMT)",5/18/2017
5785,"US STOCKS-Wall St gains as Trump rout eases (AAPL, DE, CAT, CPB, WMT, ADSK)",5/18/2017
5786,Wal-Mart Showing Signs Of Life; Analyst Upgrades,5/18/2017
5787,Walmart's online sales soar (WMT),5/18/2017
5788,"US STOCKS-Wall St set to open higher as Trump slump eases (DE, CPB, WMT, ADSK)",5/18/2017
5789,Walmart Will Never Beat Amazon,5/18/2017
5790,Cramer: How Wal-Mart is giving Amazon a run for its money,5/17/2017
5791,"US STOCKS-Wall Street rebounds after steepest selloff in months (CSCO, WMT)",5/17/2017
5792,Walmart Reports 63% Rise in Online Sales,5/17/2017
