,Headlines,Dates
11135,Tesla wins court case against Ontario government over rebate cancellation,8/28/2018
11136,"As Tesla deals with internal woes, rivals make their move",8/28/2018
11137,"Nio IPO Looks To Raise $1.16 Billion, With Tesla In Its Sights",8/28/2018
11138,Apple bull sees a September refresh,8/28/2018
11139,Elon Musk says he didn't cry when he told The New York Times about his 'excruciating' year and lonely nights at the Tesla factory. The Times says his 'emotion was audible.' (TSLA),8/28/2018
11140,Elon Musk: I never cried in New York Times interview,8/28/2018
11141,Tesla stock battered anew as analyst questions Elon Musk’s leadership,8/28/2018
11142,Listen: What if Elon Musk were a woman?,8/28/2018
11143,Canaccord cuts Tesla price target to $316,8/28/2018
11144,"Tesla's volatility could be costing it millions in lost investments, an analyst warns (TSLA)",8/28/2018
11145,"Tesla is a ‘hope stock’ that is ‘just not real,’ fund manager says",8/28/2018
11146,"Tesla, Elon Musk win dismissal of lawsuit over Model 3 production",8/28/2018
11147,Tesla failed to secure Saudi finance,8/28/2018
11148,Fin24.com | Tesla buyout drama obscures progress on Musk's crucial model 3,8/28/2018
11149,"MarketWatch First Take: Now would be the time for Apple to buy Tesla, and kick Musk out of the driver’s seat",8/27/2018
11150,How To Exploit The Biases Of Institutional Investors In Facebook And Tesla,8/27/2018
11151,"Tesla, Elon Musk win dismissal of lawsuit over Model 3 production",8/27/2018
11152,"Tesla, Elon Musk win dismissal of lawsuit over Model 3 production",8/27/2018
11153,"Tesla, Elon Musk win dismissal of lawsuit over Model 3 production",8/27/2018
11154,"UPDATE 1-Tesla, Elon Musk win dismissal of lawsuit over Model 3 production",8/27/2018
11155,Judge dismisses shareholder lawsuit over Tesla Model 3 production,8/27/2018
11156,A non-profit is suing the city of Chicago over its proposed Hyperloop deal,8/27/2018
11157,Elon Musk and Tesla Resolved One Issue. Now for the Rest.,8/27/2018
11158,Tesla Is Staying Public: What Now?,8/27/2018
11159,Tesla wins dismissal of shareholder lawsuit over Model 3 production,8/27/2018
11160,Tesla wins dismissal of shareholder lawsuit over Model 3 production,8/27/2018
11161,Tesla wins dismissal of shareholder lawsuit over Model 3 production,8/27/2018
11162,Sydney Tesla owners can now access the company's unique mobile technician service,8/27/2018
11163,Elon Musk's next move: 5 big challenges facing Tesla,8/27/2018
11164,Tesla Posting Notable Loss In Afternoon Trading ,8/27/2018
11165,"Ex-SEC Attorney Expects Musk To Face Legal Issues For ""Taking Private"" Tweet ",8/27/2018
11166,"AMD's Crazy Momentum, NAFTA Deal, Tesla Nixes Go-Private Plan | Free Lunch ",8/27/2018
11167,Tesla CEO Elon Musk Got Investment Bid From Key Rival: Report,8/27/2018
11168,'Woohoo!': Tesla board member had an emphatic reaction when Elon Musk announced he no longer wanted to take the company private (TSLA),8/27/2018
11169,Tesla Stock Falls As Analysts Assess Elon Musk's Move To Remain Public,8/27/2018
11170,'We think credibility has taken a hit': Wall Street is even more worried about Tesla's financials after Elon Musk's failed push to go private (TSLA),8/27/2018
11171,VW Group was reportedly an investor lined up to help Elon Musk take Tesla private (TSLA),8/27/2018
11172,Tesla: off road,8/27/2018
11173,"Tesla needs experienced automobile experts, says former Medtronic chairman",8/27/2018
11174,Tesla shares slip after company decides to stay public,8/27/2018
11175,Tesla shares dip 3% after Musk abandons buyout,8/27/2018
11176,Here's Gene Munster's case for Apple investing in Tesla now that Tesla will remain public,8/27/2018
11177,"Tesla to be one of the most dramatic stocks over next few years, says pro",8/27/2018
11178,"Morning Movers: Tesla Tumbles, Chipotle Sinks, United States Steel Slumps",8/27/2018
11179,Tesla shares dip 3 percent after Musk abandons buyout,8/27/2018
11180,Options Traders Expect Huge Moves in Tesla (TSLA) Stock,8/27/2018
11181,Tesla sinks after Elon Musk says the company will stay public (TSLA),8/27/2018
11182,UPDATE 4-Tesla shares dip 3 pct after Musk abandons buyout,8/27/2018
11183,Tesla's stock drops after Elon Musk gives up taking company private,8/27/2018
11184,Is Tesla Inc. a Buy?,8/27/2018
11185,Investors still aren't happy with Elon Musk,8/27/2018
11186,Tesla shares dip 3 percent after Musk abandons buyout,8/27/2018
11187,Tesla shares dip 3 percent after Musk abandons buyout,8/27/2018
11188,UPDATE 3-Tesla shares dip 3 pct after Musk abandons buyout,8/27/2018
11189,Tesla shares unsettled after Musk drops buyout plan,8/27/2018
11190,Tesla shares fall 5 percent after Musk abandons buyout,8/27/2018
11191,UPDATE 2-Tesla shares fall 5 pct after Musk abandons buyout,8/27/2018
11192,"10 things you need to know before the opening bell (SPY, SPX, QQQ, DIA, TSLA)",8/27/2018
11193,Elon Musk may face bigger regulatory headache after killing plan to take Tesla private,8/27/2018
11194,Fin24.com | How Elon Musk became the enemy of his own brazen ploy,8/27/2018
11195,Tesla reaction; NAFTA talks; Didi in trouble,8/27/2018
11196,Tesla shares fall 5 percent after Musk abandons buyout,8/27/2018
11197,Tesla shares fall 5 percent after Musk abandons buyout,8/27/2018
11198,UPDATE 1-Tesla shares fall 5 pct after Musk abandons buyout,8/27/2018
11199,"Trade progress, Powell boost European stocks; Tesla Germany share falls",8/27/2018
11200,Tesla shares fall more than 3%,8/27/2018
11201,Fire breaks out near Tesla factory in Fremont California,8/27/2018
11202,Investors to get their say after Musk scuttles Tesla buyout,8/27/2018
11203,Investors to get their say after Musk scuttles Tesla buyout,8/27/2018
11204,"Musk's U-turn on Tesla deal could intensify his legal, regulatory woes",8/27/2018
11205,"Key Words: Lingering doubts, harsh realities ended Elon Musk’s plan to take Tesla private",8/26/2018
11206,Suspected drunken driver crashes Tesla into fire engine: ‘I think I had Autopilot on’,8/26/2018
11207,Police: Tesla driver arrested after crashing into firetruck,8/26/2018
11208,"Musk's U-turn on Tesla deal could intensify his legal, regulatory woes",8/26/2018
11209,"Musk's U-turn on Tesla deal could intensify his legal, regulatory woes",8/26/2018
11210,"Daily briefing: John McCain dies, Asia’s arms race, Tesla to stay public",8/26/2018
11211,Has Tesla CEO Elon Musk 'Cooked His Goose' Over Trump-esque Tweets?,8/26/2018
11212,"How A Top Manager Views Tesla, Mastercard And Twitter Shares",8/26/2018
11213,What next for Tesla after Elon Musk’s take-private dream dies?,8/26/2018
11214,Inside Elon Musk's reversal on taking Tesla private,8/26/2018
11215,17 days Elon Musk will never get back ,8/25/2018
11216,Why Elon Musk Reversed Course on Taking Tesla Private,8/25/2018
11217,"Automaker Tesla to remain a public company, CEO Musk says",8/25/2018
11218,"Key Words: ‘The corporate-governance disaster that is Tesla continues,’ says one of the fiercest critics of Musk and company",8/25/2018
11219,UPDATE 5-Tesla CEO Musk drops pursuit of $72 bln take-private deal,8/25/2018
11220,"Tesla: Just The Price Charts, None Of The Drama",8/25/2018
11221,UPDATE 4-Tesla CEO Musk drops pursuit of $72 bln take-private deal,8/25/2018
11222,Elon Musk Cancels Plan To Take Tesla Private ,8/25/2018
11223,Here's the email Elon Musk sent to Tesla employees Friday night about his decision to keep the company public (TSLA),8/25/2018
11224,"Elon Musk insists he has funding to take Tesla private, but won't because investors pleaded with him not to (TSLA)",8/25/2018
11225,"Fin24.com | Musk ends bid to take Tesla private, cites investor concern",8/25/2018
11226,Tesla Isn't Going Private After All: What Happens Now?,8/25/2018
11227,"NewsWatch: Elon Musk says Tesla will remain a public company, and he will run it",8/25/2018
11228,"Musk ends bid to take Tesla private, cites investor concern",8/25/2018
11229,Tesla CEO Musk drops pursuit of $72 billion take-private deal,8/25/2018
11230,Tesla will remain public company: Elon Musk,8/25/2018
11231,"Elon Musk announces Tesla will remain a public company, officially ending this episode of ‘Punk’d‘",8/25/2018
11232,Elon Musk says Tesla will remain a public company,8/25/2018
11233,Elon Musk drops pursuit of $98b bid to take Tesla private,8/25/2018
11234,UPDATE 3-Tesla CEO Musk drops pursuit of $72 bln take-private deal,8/25/2018
11235,Tesla CEO Musk drops pursuit of $72 billion take-private deal,8/25/2018
11236,Tesla CEO Musk drops pursuit of $72 billion take-private deal,8/25/2018
11237,UPDATE 2-Tesla CEO Musk drops pursuit of $72 bln take-private deal,8/25/2018
11238,Elon Musk abandons plan to take Tesla private,8/25/2018
11239,Elon Musk announces Tesla will remain a public company (TSLA),8/25/2018
11240,Elon Musk says Tesla will stay public,8/25/2018
11241,Elon Musk will no longer take Tesla private,8/25/2018
11242,"Tesla will remain a public company, Elon Musk announces",8/25/2018
11243,"Elon Musk says Tesla will remain a public company, and he will run it",8/25/2018
11244,"Tesla to remain a public company, CEO Musk says",8/25/2018
11245,Tesla to remain public after board meets with Musk,8/25/2018
11246,Tesla to remain public after board meets with Musk,8/25/2018
11247,UPDATE 1-Tesla to remain public after board meets with Musk,8/25/2018
11248,"Tesla to remain public, board says, after meeting with Musk",8/25/2018
11249,"Tesla to remain public, board says, after meeting with Musk",8/25/2018
11250,"Tesla Will Not Go Private, Elon Musk Says, Capping Month of Turmoil",8/25/2018
11251,Musk says investors convinced him Tesla should stay public,8/25/2018
11252,"Tesla To Remain Public, Elon Musk Says, Ending Go-Private Effort",8/25/2018
11253,CEO Elon Musk says Tesla Inc. will remain a public company; shareholders recommended against going private,8/24/2018
11254,"Statement from Independent Members of Tesla’s Board of Directors (Brad Buss, Robyn Denholm, Ira Ehrenpreis, Antonio Gracias, Linda Johnson Rice, and James Murdoch):",8/24/2018
11255,Tesla: Fire Breaks Out At Fremont Plant On Thursday Night ,8/24/2018
11256,"Musk Keeps Making Headlines, But That May Not Be Good News For Tesla",8/24/2018
11257,Large numbers of Tesla employees flock to Apple: report,8/24/2018
11258,DealBook Briefing: The Hard Math of a Tesla Take-Private,8/24/2018
11259,White Collar Watch: How the S.E.C. May Pursue a Case Against Elon Musk and Tesla,8/24/2018
11260,"10 things you need to know before the opening bell (SPY, SPX, QQQ, DIA, GPS, TSLA)",8/24/2018
11261,Fire Contained At Tesla Factory In California ,8/24/2018
11262,"Fire erupts near the Tesla factory in Fremont, California (TSLA)",8/23/2018
11263,Small fire breaks out at Tesla factory in Fremont,8/23/2018
11264,Apple is making a TV show out of the book that inspired Elon Musk to go to space,8/23/2018
11265,One Tesla Investor Wants It to Stay Public,8/23/2018
11266,Kalashnikov's CV-1 electric car touted as Russia's answer to Tesla,8/23/2018
11267,"Apple has poached 46 employees from Tesla this year (AAPL, TSLA)",8/23/2018
11268,"Tesla investor to Musk: Don't go private. Stock could be worth $4,000",8/23/2018
11269,"Tesla, Inc.'s Model 3 Production Seems to Be Surging",8/23/2018
11270,"A major Tesla investor is urging Elon Musk not to take the company private because it could be worth $4,000 a share (TSLA)",8/23/2018
11271,Most Suppliers See Tesla as a Risk,8/23/2018
11272,Elon Musk Wants to Take Tesla Private. Can He Make the Math Work? ,8/23/2018
11273,"UPDATE 1-Fidelity fund votes backed Tesla, potential sign of more support",8/23/2018
11274,"Tesla Model 3 finish is ‘below average,’ analyst says",8/23/2018
11275,"Fidelity fund votes backed Tesla, potential sign of more support",8/23/2018
11276,The Tesla-Twitter Gate Fiasco,8/23/2018
11277,"Fidelity fund votes backed Tesla, potential sign of more support",8/23/2018
11278,"Fidelity fund votes backed Tesla, potential sign of more support",8/23/2018
11279,"Fidelity fund votes backed Tesla, potential sign of more support",8/23/2018
11280,Wall Street analysts tore down a Tesla Model 3 and found 'significant fit & finish issues' (TSLA),8/23/2018
11281,"The Zacks Analyst Blog Highlights: Apple, Alphabet, Tesla, Xilinx and NetApp",8/23/2018
11282,"Tesla: ladies, liquor and leverage",8/23/2018
11283,Report : Volkswagen Approached Self-Driving Startup Aurora ,8/22/2018
11284,Tesla Still Has a Big Cash Problem,8/22/2018
11285,Tesla (TSLA) Dips More Than Broader Markets: What You Should Know,8/22/2018
11286,"Investors in Tesla bonds, options show scepticism on buyout",8/22/2018
11287,"Investors in Tesla bonds, options show skepticism on buyout",8/22/2018
11288,"Investors in Tesla bonds, options show skepticism on buyout",8/22/2018
11289,"UPDATE 1-Investors in Tesla bonds, options show skepticism on buyout",8/22/2018
11290,Tesla Loses Popularity With Its Suppliers,8/22/2018
11291,The special committee of Tesla's board has hired a PR firm as the company explores going private (TSLA),8/22/2018
11292,Investors in Tesla bonds show skepticism on buyout,8/22/2018
11293,Investors in Tesla bonds show scepticism on buyout,8/22/2018
11294,Investors in Tesla bonds show skepticism on buyout,8/22/2018
11295,Investors in Tesla bonds show skepticism on buyout,8/22/2018
11296,This Valuation Says Google’s Waymo Unit Is Worth More Than Tesla,8/22/2018
11297,Stupid Money Risk Is Real - Tesla Could be Next,8/22/2018
11298,"Some new Tesla cars are being delivered with flaws, and owners say getting them fixed is a painful process (TSLA)",8/22/2018
11299,RPT-Deal-hungry investment bankers walk Tesla tightrope,8/22/2018
11300,"RPT-At T. Rowe Price, top Tesla funds offer split views",8/22/2018
11301,"10 things you need to know before the opening bell (SPY, SPX, QQQ, DIA, TSLA, AAPL)",8/22/2018
11302,Saudi PIF to invest in Tesla rival Lucid - Report,8/22/2018
